"","keyword","station","count","ID","total","Location","Date","loc_id"
"267","CNBC","CNBC",4,56,16,"KABUL, AFGHANISTAN","June, 2016","KABUL, AFGHANISTAN (June, 2016)"
"268","CNN","CNN",9,56,16,"KABUL, AFGHANISTAN","June, 2016","KABUL, AFGHANISTAN (June, 2016)"
"269","MSNBC","MSNBC",1,56,16,"KABUL, AFGHANISTAN","June, 2016","KABUL, AFGHANISTAN (June, 2016)"
"270","BLOOMBERG","Bloomberg",50,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"271","CNBC","CNBC",24,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"272","CNN","CNN",531,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"273","FBC","FOX Business",133,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"274","FOXNEWSW","FOX News",238,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"275","MSNBC","MSNBC",382,57,1358,"ISTANBUL, TURKEY","June, 2016","ISTANBUL, TURKEY (June, 2016)"
"276","BLOOMBERG","Bloomberg",4,58,178,"DHAKA, BANGLADESH","July, 2016","DHAKA, BANGLADESH (July, 2016)"
"277","CNN","CNN",90,58,178,"DHAKA, BANGLADESH","July, 2016","DHAKA, BANGLADESH (July, 2016)"
"278","FOXNEWSW","FOX News",33,58,178,"DHAKA, BANGLADESH","July, 2016","DHAKA, BANGLADESH (July, 2016)"
"279","MSNBC","MSNBC",51,58,178,"DHAKA, BANGLADESH","July, 2016","DHAKA, BANGLADESH (July, 2016)"
"280","BLOOMBERG","Bloomberg",251,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"281","CNBC","CNBC",111,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"282","CNN","CNN",587,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"283","FBC","FOX Business",153,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"284","FOXNEWSW","FOX News",473,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"285","MSNBC","MSNBC",351,59,1926,"NICE, FRANCE","July, 2016","NICE, FRANCE (July, 2016)"
"286","CNN","CNN",4,60,4,"WURZBURG, GERMANY","July, 2016","WURZBURG, GERMANY (July, 2016)"
"287","CNN","CNN",8,61,18,"ANSBACH, GERMANY","July, 2016","ANSBACH, GERMANY (July, 2016)"
"288","FOXNEWSW","FOX News",1,61,18,"ANSBACH, GERMANY","July, 2016","ANSBACH, GERMANY (July, 2016)"
"289","MSNBC","MSNBC",9,61,18,"ANSBACH, GERMANY","July, 2016","ANSBACH, GERMANY (July, 2016)"
"290","BLOOMBERG","Bloomberg",5,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"291","CNBC","CNBC",6,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"292","CNN","CNN",5,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"293","FBC","FOX Business",4,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"294","FOXNEWSW","FOX News",9,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"295","MSNBC","MSNBC",3,62,32,"NORMANDY, FRANCE","July, 2016","NORMANDY, FRANCE (July, 2016)"
"296","BLOOMBERG","Bloomberg",1,63,60,"CHALEROI, BELGIUM","August, 2016","CHALEROI, BELGIUM (August, 2016)"
"297","CNBC","CNBC",6,63,60,"CHALEROI, BELGIUM","August, 2016","CHALEROI, BELGIUM (August, 2016)"
"298","CNN","CNN",8,63,60,"CHALEROI, BELGIUM","August, 2016","CHALEROI, BELGIUM (August, 2016)"
"299","FBC","FOX Business",6,63,60,"CHALEROI, BELGIUM","August, 2016","CHALEROI, BELGIUM (August, 2016)"
"300","FOXNEWSW","FOX News",39,63,60,"CHALEROI, BELGIUM","August, 2016","CHALEROI, BELGIUM (August, 2016)"
"301","FOXNEWSW","FOX News",2,64,2,"QUEENSLAND, AUSTRALIA","August, 2016","QUEENSLAND, AUSTRALIA (August, 2016)"
"302","","",0,65,0,"COPENHAGEN, DENMAKR","September, 2016","COPENHAGEN, DENMAKR (September, 2016)"
"303","BLOOMBERG","Bloomberg",2,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"304","CNBC","CNBC",3,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"305","CNN","CNN",71,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"306","FBC","FOX Business",5,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"307","FOXNEWSW","FOX News",40,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"308","MSNBC","MSNBC",8,66,129,"PARIS, FRANCE","September, 2016","PARIS, FRANCE (September, 2016)"
"309","CNN","CNN",4,67,6,"SYDNEY, AUSTRALIA","September, 2016","SYDNEY, AUSTRALIA (September, 2016)"
"310","FOXNEWSW","FOX News",2,67,6,"SYDNEY, AUSTRALIA","September, 2016","SYDNEY, AUSTRALIA (September, 2016)"
"311","CNBC","CNBC",4,68,111,"CLOUD, MN, US","September, 2016","CLOUD, MN, US (September, 2016)"
"312","CNN","CNN",36,68,111,"CLOUD, MN, US","September, 2016","CLOUD, MN, US (September, 2016)"
"313","FBC","FOX Business",7,68,111,"CLOUD, MN, US","September, 2016","CLOUD, MN, US (September, 2016)"
"314","FOXNEWSW","FOX News",37,68,111,"CLOUD, MN, US","September, 2016","CLOUD, MN, US (September, 2016)"
"315","MSNBC","MSNBC",27,68,111,"CLOUD, MN, US","September, 2016","CLOUD, MN, US (September, 2016)"
"316","BLOOMBERG","Bloomberg",47,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"317","CNBC","CNBC",24,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"318","CNN","CNN",241,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"319","FBC","FOX Business",58,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"320","FOXNEWSW","FOX News",281,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"321","MSNBC","MSNBC",186,69,837,"NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US","September, 2016","NEW YORK, NY; SEASIDE PARK AND ELIZABETH, NJ, US (September, 2016)"
"322","BLOOMBERG","Bloomberg",9,70,21,"BRUSSELS, BELGIUM","October, 2016","BRUSSELS, BELGIUM (October, 2016)"
"323","FBC","FOX Business",6,70,21,"BRUSSELS, BELGIUM","October, 2016","BRUSSELS, BELGIUM (October, 2016)"
"324","FOXNEWSW","FOX News",4,70,21,"BRUSSELS, BELGIUM","October, 2016","BRUSSELS, BELGIUM (October, 2016)"
"325","MSNBC","MSNBC",2,70,21,"BRUSSELS, BELGIUM","October, 2016","BRUSSELS, BELGIUM (October, 2016)"
"326","ALJAZAM","Aljazeera America",53,71,76,"KUWAIT CITY, KUWAIT","","KUWAIT CITY, KUWAIT ()"
"327","CNN","CNN",15,71,76,"KUWAIT CITY, KUWAIT","","KUWAIT CITY, KUWAIT ()"
"328","FOXNEWSW","FOX News",2,71,76,"KUWAIT CITY, KUWAIT","","KUWAIT CITY, KUWAIT ()"
"329","MSNBC","MSNBC",6,71,76,"KUWAIT CITY, KUWAIT","","KUWAIT CITY, KUWAIT ()"
"330","CNN","CNN",1,72,1,"MALMO, SWEDEN","October, 2016","MALMO, SWEDEN (October, 2016)"
"331","BLOOMBERG","Bloomberg",5,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"332","CNBC","CNBC",1,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"333","CNN","CNN",4,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"334","FBC","FOX Business",13,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"335","FOXNEWSW","FOX News",3,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"336","MSNBC","MSNBC",5,73,31,"HAMBURG, GERMANY","October, 2016","HAMBURG, GERMANY (October, 2016)"
"337","CNN","CNN",2,74,5,"MANILA, PHILIPPINES","November, 2016","MANILA, PHILIPPINES (November, 2016)"
"338","FOXNEWSW","FOX News",3,74,5,"MANILA, PHILIPPINES","November, 2016","MANILA, PHILIPPINES (November, 2016)"
"339","BLOOMBERG","Bloomberg",5,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"340","CNBC","CNBC",2,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"341","CNN","CNN",54,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"342","FBC","FOX Business",9,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"343","FOXNEWSW","FOX News",50,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"344","MSNBC","MSNBC",36,75,156,"COLUMBUS, OH, US","November, 2016","COLUMBUS, OH, US (November, 2016)"
"345","FOXNEWSW","FOX News",1,76,1,"N'DJAMENA, CHAD","November, 2016","N'DJAMENA, CHAD (November, 2016)"
"346","CNBC","CNBC",1,77,3,"KARAK, JORDAN","December, 2016","KARAK, JORDAN (December, 2016)"
"347","CNN","CNN",2,77,3,"KARAK, JORDAN","December, 2016","KARAK, JORDAN (December, 2016)"
"348","BLOOMBERG","Bloomberg",171,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
"349","CNBC","CNBC",70,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
"350","CNN","CNN",757,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
"351","FBC","FOX Business",364,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
"352","FOXNEWSW","FOX News",619,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
"353","MSNBC","MSNBC",489,78,2470,"BERLIN, GERMANY","December, 2016","BERLIN, GERMANY (December, 2016)"
